PARTID,ReligFraim,defect,Condition,gen,age,edu,ethnic,ethnic_TEXT,Nationality,lang,income,SC,FC,relig,CompFail1,CompFail2,CompFail3,CompFail4,CompFail1B,CompFail2B,CompFail3B,CompFail4B,TG_DV,Free_list,1st,LIST1,2nd,LIST2,3rd,LIST3,4th,LIST4,5th,LIST5,6th,LIST6,7th,LIST7,8th,LIST8,9th,LIST9,10th,LIST10,11th,LIST11,12th,LIST12,13th,LIST13,14th,LIST14,15th,LIST15,16th,LIST16,17th,LIST17,relig_chage,relig_chage_TEXT,new_Relig,new_Relig_TEXT,belief_levelChange,unsure_god,relig_service,pray,relig_text,god_belife,relig_tradition,god_experience,what_we_lookingat,were the Qs respect,changes to Qs,these_kinds_study,these_kinds_contin,Real
R_2zI8e3Y0lxS7txu,1,0,2,2,43,2,1,NA,united states,english,2,3,3,1,1,1,3,2,NA,NA,NA,NA,50,"dishonesty, disrespect, stealing, lying, killing, disobeying, cheating, not having faith, cruelty to animals, cruelty to another human, distroying nature",dishonesty,Dishonesty,disrespect,Disrespectful,stealing,Theft,lying,Dishonesty,killing,Murder,disobeying,Disobedience,cheating,Cheating,nothavingfaith,Atheism,crueltytoanimals,Abusing Animals,crueltytoanotherhuman,Cruelty,distroyingnature,Environment,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,1,NA,10,3,6,4,1,10,6,4,not sure,yes,no,5500,3,7
R_2zJ61UKmthMVLEs,1,0,4,2,55,2,1,NA,American,English,8,6,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,stealing / greed / murder / unkindness / disrespect / cursing / rape / cynicism / impiety / remorselessness / ,stealing,Theft,greed,Greed,murder,Murder,unkindness,Cruelty,disrespect,Disrespectful,cursing,Cursing,rape,Rape,cynicism,Cynicism,impiety,Atheism,remorselessness,Remorselessness,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,8,NA,3,10,2,3,2,5,4,1,I am not sure.,Yes.,No.,4000,2,NA
R_2zub2krdcOS6BuA,1,1,1,1,46,4,1,NA,USA,English,9,6,3,1,1,1,3,2,NA,NA,NA,NA,50,Adultery / Stealing / Killing / Taking a bribe / Gluttony / sloth / envy / Being unforgiving / Having hatred in one's heart / having no faith,Adultery,Adultery,Stealing,Theft,Killing,Murder,Takingabribe,Bribery,Gluttony,Greed,sloth,Laziness,envy,Envy,Beingunforgiving,Unforgiving,Havinghatredinone'sheart,Hatred,havingnofaith,Atheism,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,1,NA,6,7,7,8,6,8,6,2,Perceptions and attitudes on persons ,Yes,No,8103,4,4
R_2zUtlaErSSBf6tS,1,0,2,1,31,2,1,NA,American,English,2,4,4,1,1,1,3,2,NA,NA,NA,NA,50,Being evil to his creations / Killing people / Stealing / Not keeping the Sabbath Holy / Not honoring your parents / Lying / Deceiving others / Lusting your neighbors wife / Coveting your neighbors belongings / Worshiping false gods / ,Beingeviltohiscreations,Abusing Animals,Killingpeople,Murder,Stealing,Theft,NotkeepingtheSabbathHoly,Sabbath Maintenance,Nothonoringyourparents,Disrespectful of Parents,Lying,Dishonesty,Deceivingothers,Dishonesty,Lustingyourneighborswife,Lust,Covetingyourneighborsbelongings,Covetousness,Worshipingfalsegods,Idolatry,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,8,NA,9,2,7,7,8,9,8,4,"Religion, team work, helping those with similar Ideals and religion as you.",Yes.,I think you asked the right questions.,1000,2,5
R_308X8wbsXNYghPE,0,0,3,2,37,6,1,NA,American,English,8,7,5,1,1,1,3,2,NA,NA,NA,NA,50,Murder / Rape / Injustice / Child abuse / Child neglect / Racism / Hate crimes / Homophobia / Assault / War / ,Murder,Murder,Rape,Rape,Injustice,Injustice,Childabuse,Child Abuse,Childneglect,Child Abuse,Racism,Racism,Hatecrimes,Hatred,Homophobia,Homophobia,Assault,Violence,War,War,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,9,Christian but Catholic instead of non-denominational,5,7,7,6,2,10,6,3,"To see how much we trust another person to make a selfless/friendly decision, based on what nationality and religion they claim to be.",yes,"Have you changed denominations within the same faith? (In addition to just ""have you changed religions""). It would be more specific and it's common to change from say, Catholic to Protestant",1000,4,2
R_3095PoimZuoMb8P,0,1,1,2,36,4,1,NA,american,english,6,4,4,1,1,1,3,2,NA,NA,NA,NA,50,hate / cheating / lies / stealing / adultery / murder / pedofiles / rape / animal cruelty / discrimination / ,hate,Hatred,cheating,Cheating,lies,Dishonesty,stealing,Theft,adultery,Adultery,murder,Murder,pedofiles,Pedophilia,rape,Rape,animalcruelty,Abusing Animals,discrimination,Discrimination,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,1,NA,9,2,3,7,3,9,6,2,honesty and faith,yes,no,100,2,6
R_30tNLWYNQ5WHrzZ,1,1,3,2,46,4,1,NA,USA,English,3,7,6,1,1,1,3,2,NA,NA,NA,NA,50,selfishness / greed / lying / stealing / hate / envy / boastfulness / prejudice / judging / haughtiness ,selfishness,Selfishness,greed,Greed,lying,Dishonesty,stealing,Theft,hate,Hatred,envy,Envy,boastfulness,Boastful,prejudice,Prejudice,judging,Judgemental,haughtiness,Arrogance,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,8,NA,10,1,4,9,2,10,5,5,Examining how we choose to share/divide money?,Yes. ,Nothing I can think of,30000,2,7
R_31R7GHfXIi3vp8A,1,0,4,2,26,5,3,NA,Korean,English,6,7,7,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1. Lying / 2. Cheating / 3. Stealing / 4. Adultery / 5. Swearing / 6. Gambling / 7. Littering / 8. Drugs / 9. Tattoos / 10. Piercings ,1.Lying,Dishonesty,2.Cheating,Cheating,3.Stealing,Theft,4.Adultery,Adultery,5.Swearing,Cursing,6.Gambling,Gambling,7.Littering,Environment,8.Drugs,Drugs/Alcohol,9.Tattoos,Tattoos/Piercings,10.Piercings,Tattoos/Piercings,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,8,NA,4,7,5,3,3,6,6,1,I think the purpose of this study was to look for who people perceive factualality and fictionality. ,Yes I do.,No I do not.,300,3,NA
R_31tNIYvP05ISVkY,1,1,3,2,70,5,1,NA,USA,English,7,4,4,1,1,1,3,3,1,1,1,3,50,killing except in war    stealing    lying   being unkind    adultery     choosing not to help another person    jealousy / bearing false witness   honoring 1 god         / no false idols,killingexceptinwarstealinglyingbeingunkindadulterychoosingnottohelpanotherpersonjealousy,Murder,bearingfalsewitnesshonoring1god,Dishonesty,nofalseidols,Idolatry,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,8,NA,5,7,2,8,8,10,6,2,"How rReligious beliefs, morality influences daily choices.",Yes,I didn't change religions but my beliefs about the nature of god and how I view god (not as a white man with a long white beard) has changed,300,3,5
R_31zoFKgHuzDAFvZ,0,1,2,2,52,6,9,African,African,Esan,1,4,4,1,1,1,2,2,1,1,1,2,50,Deceit  / Lies  / Stealing  / Uncharitable  / Non-compassion  / Wrongdoing  / Cheating  / Unloving  / Unforgiving  / Being judgmental ,Deceit,Dishonesty,Lies,Dishonesty,Stealing,Theft,Uncharitable,Uncharitable,Non-compassion,No Compassion,Wrongdoing,Immorality,Cheating,Cheating,Unloving,Unloving,Unforgiving,Unforgiving,Beingjudgmental,Judgemental,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,1,NA,5,6,7,10,10,10,9,4,I really don't know for sure. ,No problem ,Maybe not,978,3,4
R_32RTSL5irAOsrEP,1,1,1,2,37,2,1,NA,American,English,7,5,5,1,1,1,3,2,NA,NA,NA,NA,50,Adultry / Theft / Cheating / Lying / Greed / Gluttony / Selfishness / Abortion / Divorce / Gossiping,Adultry,Adultery,Theft,Theft,Cheating,Cheating,Lying,Dishonesty,Greed,Greed,Gluttony,Greed,Selfishness,Selfishness,Abortion,Abortion,Divorce,Divorce,Gossiping,Gossip,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,1,NA,5,5,2,10,3,8,6,3,Religious beliefs,Yes,I was surprised you didn't ask what response was to money game results,2000,3,5
R_32VlNBt77MWFV6x,0,0,1,2,42,2,2,NA,american,english,4,1,1,1,1,1,3,2,NA,NA,NA,NA,50,selfishness / greed / gluttony / idolatry / hatred / envy / jealousy / murder / dishonesty / slander,selfishness,Selfishness,greed,Greed,gluttony,Greed,idolatry,Idolatry,hatred,Hatred,envy,Envy,jealousy,Jealousy,murder,Murder,dishonesty,Dishonesty,slander,Slander,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,1,NA,10,1,8,10,10,10,10,5,generosity,yes,no,1110,2,3
R_33fCG5HQrG0UOaK,0,0,1,1,29,5,1,NA,American,English,6,3,6,1,1,2,3,2,1,1,3,2,50,"lying / killing / stealing / gay relationships / premarital sex / Other ""gods"" / dishonour parents / adultery / excessive drinking / Gluttony",lying,Dishonesty,killing,Murder,stealing,Theft,gayrelationships,Homosexuality,premaritalsex,Premarital Sex,"Other""gods""",Idolatry,dishonourparents,Disrespectful of Parents,adultery,Adultery,excessivedrinking,Drugs/Alcohol,Gluttony,Greed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,8,NA,5,7,6,9,3,8,7,3,How the belief in God affects giving?,Yes,No,100,3,4
R_3CBdpJ8owaGqp3p,0,0,2,1,29,6,5,NA,American,English,4,6,6,1,1,1,3,2,NA,NA,NA,NA,0,cruelty / mean-spiritedness / disloyalty / lack of faith / apathy / greed / selfishness / pettiness / evil / being self-centered,cruelty,Cruelty,mean-spiritedness,Cruelty,disloyalty,Disloyalty,lackoffaith,Unfaithful,apathy,Apathy,greed,Greed,selfishness,Selfishness,pettiness,Pettiness,evil,Evil,beingself-centered,Egocentrism,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,8,NA,5,2,2,5,1,10,9,1,Whether mutual religious belief affects my trust in another person,Yes,No,500,2,7
R_3CMXsrTP2txE7uu,0,0,1,1,32,5,1,NA,American,English,6,6,4,1,1,1,3,2,NA,NA,NA,NA,0,Greed / Violence / Racism / Sexism / Pride / Vanity / Illnesses / Anger / Hatred / Laziness,Greed,Greed,Violence,Violence,Racism,Racism,Sexism,Sexism,Pride,Pride,Vanity,Vanity,Illnesses,Illness,Anger,Anger,Hatred,Hatred,Laziness,Laziness,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,8,NA,4,9,2,2,1,4,5,1,How decisions about diving money influence our beliefs in God.,Yes,No,2500,2,2
R_3CPDLincGkRcWi7,1,0,1,2,42,5,3,NA,USA,Chinese,5,5,3,1,1,1,3,2,NA,NA,NA,NA,50,put things before God / dishonest / infidelity / ,putthingsbeforeGod,False Idols,dishonest,Dishonesty,infidelity,Infidelity,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,really not a religion but more a custom,9,tao more a philosophy,5,1,8,4,1,10,10,5,I don't know,yes,no,2244,3,5
R_3D0aQpmHfiBVpxf,0,0,3,1,40,5,2,NA,american,english,6,5,4,1,1,1,3,2,NA,NA,NA,NA,50,lying / laziness / unfaithfulness / greed / adultery / envy / jealousy / hate / violence / war / ,lying,Dishonesty,laziness,Laziness,unfaithfulness,Unfaithful,greed,Greed,adultery,Adultery,envy,Envy,jealousy,Jealousy,hate,Hatred,violence,Violence,war,War,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,8,NA,7,3,8,8,6,8,8,3,Evaluate of personal trust of another person based on limited information.,yes,no,1000,2,6
R_3DdbsyDhEo571PY,0,1,4,2,29,4,1,NA,American,English,6,7,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,lying / cheating / stealing / killing / being mean / distrusting / disobey parents / being selfish / worship another god / adultery / cursing,lying,Dishonesty,cheating,Cheating,stealing,Theft,killing,Murder,beingmean,Cruelty,distrusting,Distrusting,disobeyparents,Disrespectful of Parents,beingselfish,Selfishness,worshipanothergod,Idolatry,adultery,Adultery,cursing,Cursing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,9,less religious now,3,7,1,2,1,6,6,2,I am unsure,yes,no,200,3,NA
R_3dJOOwLQDSeEW5y,1,1,2,2,53,4,1,NA,American,English,7,7,7,1,1,1,3,2,NA,NA,NA,NA,50,Animal cruelty / Environmental degradation / People that lie / People that murder / People that are racist / People that steal / People that hate / People that are evil / People that commit adultery / Human war /  /  / ,Animalcruelty,Abusing Animals,Environmentaldegradation,Environment,Peoplethatlie,Dishonesty,Peoplethatmurder,Murder,Peoplethatareracist,Racism,Peoplethatsteal,Theft,Peoplethathate,Hatred,Peoplethatareevil,Evil,Peoplethatcommitadultery,Adultery,Humanwar,War,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,9,I am not sure what I believe.  ,4,9,2,2,1,4,4,1,I am not really sure..........obviously something in regards to religion.,Yes,"I am not sure, as I am still searching myself.  :)",500,2,3
R_3dLnq2SGrzCT1nN,0,0,3,2,36,5,1,NA,USA,English,5,2,2,1,1,1,3,2,NA,NA,NA,NA,0,Disobendience / Faithlessness / Sinfulness / Selfishness / Immorality / Deceit / Hate / Blasphemy / False Worship / Unnecessary Violence,Disobendience,Disobedience,Faithlessness,Atheism,Sinfulness,Sin,Selfishness,Selfishness,Immorality,Immorality,Deceit,Dishonesty,Hate,Hatred,Blasphemy,Blasphemy,FalseWorship,Idolatry,UnnecessaryViolence,Violence,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,1,NA,5,1,8,8,5,10,10,3,Influence of faith based values/beliefs on decision making,yes,no,5000,3,5
R_3dRE4zLIwVwKEVa,1,1,3,2,60,4,1,NA,American,English,7,3,3,1,1,1,3,2,NA,NA,NA,NA,50,Greed /  Homosexuality /  Lighting /  Fighting /  Ratio prejudice /  Obesity /  Stealing /  Coveting /  Lying  /  Killing,Greed,Greed,Homosexuality,Homosexuality,Lighting,Dishonesty,Fighting,Violence,Ratioprejudice,Prejudice,Obesity,Obesity,Stealing,Theft,Coveting,Covetousness,Lying,Dishonesty,Killing,Murder,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,1,NA,7,3,8,8,8,9,8,4,Greed and trust,Yes,No,5000,3,4
R_3dVXbi8GiH6FGSd,0,1,2,2,25,4,2,NA,African American ,English,3,7,7,1,1,1,3,2,NA,NA,NA,NA,50,Stealing / Lying / Cheating  / Not praying  / ,Stealing,Theft,Lying,Dishonesty,Cheating,Cheating,Notpraying,Not Praying,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,1,NA,5,8,2,1,1,6,3,1,Unsure ,Yes,No,27000,1,1
R_3e8LlXH3JFUpABH,1,0,2,1,61,4,1,NA,USA,English,4,3,1,1,1,1,3,2,NA,NA,NA,NA,50,Homosexual acts / Stealing / Adultery / Lying / Covetousness / False Witnessing / worshiping idols / murder / dishonoring parents / dishonoring God / ,Homosexualacts,Homosexuality,Stealing,Theft,Adultery,Adultery,Lying,Dishonesty,Covetousness,Covetousness,FalseWitnessing,Dishonesty,worshipingidols,Idolatry,murder,Murder,dishonoringparents,Disrespectful of Parents,dishonoringGod,Dishonoring God,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,1,NA,10,6,7,10,10,10,10,3,the existence of God and different person's beliefs of God and related subject matter,"Yes, very respectful and thoughtful",I don't know,734,3,6
R_3eesQ0eEwA2yxYa,1,1,2,1,43,5,1,NA,usa,english,3,5,4,1,1,1,3,2,NA,NA,NA,NA,50,dishonesty / greed / negativity / gossip / infidelity / uncompassionate / arrogance / unloving / unfair / cheating,dishonesty,Dishonesty,greed,Greed,negativity,Negativity,gossip,Gossip,infidelity,Infidelity,uncompassionate,No Compassion,arrogance,Arrogance,unloving,Unloving,unfair,Unfairness,cheating,Cheating,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,8,NA,2,9,2,2,2,4,3,1,trust of others,yes,no,250000,3,7
R_3egYIcWw99XRTn8,1,1,3,1,32,6,1,NA,american,English,6,5,6,1,1,1,3,2,NA,NA,NA,NA,50,murder / burglary / hurting other people / rape / hurting animals / swear / disobedience / laziness / dishonesty / stealing ,murder,Murder,burglary,Theft,hurtingotherpeople,Violence,rape,Rape,hurtinganimals,Abusing Animals,swear,Cursing,disobedience,Disobedience,laziness,Laziness,dishonesty,Dishonesty,stealing,Theft,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,8,NA,4,6,2,2,3,6,3,1,religious beliefs,it was OK,I do not know,1000,2,3
R_3EXaaDvUF1RcSBP,1,1,1,2,36,5,1,NA,american,english,7,1,2,1,1,1,3,2,NA,NA,NA,NA,50,lying / cheating / stealing / hurting people / murder / bad intentions / thinking bad thoughts / harming yourself / being greedy / denying him,lying,Dishonesty,cheating,Cheating,stealing,Theft,hurtingpeople,Violence,murder,Murder,badintentions,Malice,thinkingbadthoughts,Bad Thoughts,harmingyourself,Self-Abuse,beinggreedy,Greed,denyinghim,Atheism,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,8,NA,5,6,4,3,2,6,6,2,I have no idea.,Yes,No.,100,1,5
R_3F2sirbUXCnI4BJ,0,1,4,2,35,5,1,NA,American,English,4,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,lying / cheating / stealing / other gods / homosexuality / killing / abortion / disobedience / being hateful / being vengeful,lying,Dishonesty,cheating,Cheating,stealing,Theft,othergods,Idolatry,homosexuality,Homosexuality,killing,Murder,abortion,Abortion,disobedience,Disobedience,beinghateful,Hatred,beingvengeful,Revenge,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,8,NA,10,1,9,10,9,10,10,5,I do not know.,Yes.,No.,26000,3,NA
R_3F5pcxLYHDWniAo,0,1,4,1,54,4,1,NA,American,English,1,7,6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lying / Violence / Stealing / Cheating / Immorality / Pollution / Being mean / Torture / Not being generous / Not being helpful,Lying,Dishonesty,Violence,Violence,Stealing,Theft,Cheating,Cheating,Immorality,Immorality,Pollution,Environment,Beingmean,Cruelty,Torture,Torture,Notbeinggenerous,Greed,Notbeinghelpful,Unhelpfulness,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,8,NA,3,8,2,3,2,7,4,1,How well do I think outside the box.,Sure,No,50,3,NA
R_3fpcWfRD2q8phUo,1,0,3,2,28,2,1,NA,USA,English ,5,4,4,1,1,1,1,2,1,1,1,2,50,"Anger, judgment jealousy pride pettiness, taking his name in vain, meaness",Anger,Anger,judgmentjealousypridepettiness,Judgmental,Pride,Pride,Pettiness,Pettiness,takinghisnameinvain,Blasphemy,meaness,Cruelty,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,1,NA,7,7,6,8,5,8,4,4,Trusting others ,Yes,None,300,3,3
R_3FVyZSVtkUbjdMW,0,0,4,1,46,6,1,NA,American ,English ,10,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sloth, / Gluttony,  / Pride, / Envy, / Wrath, / Lust, / Avarice,  / Drunkenness,  / Murder, / Worship of false idols, / ",Sloth,Laziness,Gluttony,Greed,Pride,Pride,Envy,Envy,Wrath,Wrath,Lust,Lust,Avarice,Greed,Drunkenness,Drugs/Alcohol,Murder,Murder,Worshipoffalseidols,Idolatry,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,8,NA,9,5,8,10,8,10,10,3,Our religious beliefs ,Yes to all three.,No,5750,3,NA
R_3G8HSE3isKA9wWk,0,0,2,1,45,5,1,NA,American,English,6,6,6,1,1,1,3,2,NA,NA,NA,NA,50,Murder / Lying / Cheating / Racism / Sexism / Xenophobia  / Cruelty / Abuse / Rape / Slander,Murder,Murder,Lying,Dishonesty,Cheating,Cheating,Racism,Racism,Sexism,Sexism,Xenophobia,Xenophobia,Cruelty,Cruelty,Abuse,Abuse,Rape,Rape,Slander,Slander,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,8,NA,6,6,8,7,6,9,7,3,Whether my religious beliefs would influence how I distribute money.,"No. There was no ""I attend religious services weekly"" option, even though Jews, Christians, and Muslims have that in common.","Do you give to the poor? (Another thing Muslims, Jews, and Christians have in common.)",100,2,1
R_3HB3vCtJD7J7rXG,0,1,2,2,33,2,1,NA,American,English,5,7,7,1,2,1,2,2,1,1,3,2,50,Not listening to parents  /  Telling lies / Being jealous / Murdering people  / Being mean / Cheating on spouse / Being envious  / Stealing / Gluttony  / Sloth,Notlisteningtoparents,Disrespectful of Parents,Tellinglies,Dishonesty,Beingjealous,Jealousy,Murderingpeople,Murder,Beingmean,Cruelty,Cheatingonspouse,Infidelity,Beingenvious,Envy,Stealing,Theft,Gluttony,Greed,Sloth,Laziness,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,8,NA,5,1,1,2,1,3,3,3,About religion ,Yes,No,2000,2,2
R_3hbUmqmq45q31f7,0,1,2,1,28,5,2,NA,american,english,5,4,6,1,1,1,3,2,NA,NA,NA,NA,50,when you lie / when you kill or hurt others / when you do not look out for your brother / when you have non martial sex / when you call his name in vain / when you do not share / when you put others before him / when you do not honor your mother & father / when you do not keep the Sabbath / when you make graven images of him /  / ,whenyoulie,Dishonesty,whenyoukillorhurtothers,Murder,whenyoudonotlookoutforyourbrother,No Compassion,whenyouhavenonmartialsex,Premarital Sex,whenyoucallhisnameinvain,Blasphemy,whenyoudonotshare,Greed,whenyouputothersbeforehim,Putting Others before Him,whenyoudonothonoryourmother&father,Disrespectful of Parents,whenyoudonotkeeptheSabbath,Sabbath Maintenance,whenyoumakegravenimagesofhim,Idolatry,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,8,NA,9,2,6,6,5,9,8,5,decision making based on religious and ethnic background,yes,no,200,3,1
R_3hDOQMEU1s2Zi5n,0,1,4,2,35,4,1,NA,USA,English,1,6,6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,Hate / War / Violence / Greed / Immorality / Mistreating each other / Jealousy / Cruelty / Using his name to defend hate / Corruption,Hate,Hatred,War,War,Violence,Violence,Greed,Greed,Immorality,Immorality,Mistreatingeachother,Cruelty,Jealousy,Jealousy,Cruelty,Cruelty,Usinghisnametodefendhate,Misusing His Name,Corruption,Corruption,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,1,NA,10,3,2,10,7,10,8,4,To see how people view religion and beliefs.,"Yes, it was respectful and thoughful.",No,1000,3,NA
R_3HHyv4BFQgcTnYh,1,1,4,1,44,5,1,NA,American,English,7,5,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,sins / hate / violence / immoral behavior / lies / blasphemy / theft / arson / littering / killing someone /  / ,sins,Sin,hate,Hatred,violence,Violence,immoralbehavior,Immorality,lies,Dishonesty,blasphemy,Blasphemy,theft,Theft,arson,Arson,littering,Environment,killingsomeone,Murder,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,8,NA,1,2,1,1,1,1,1,1,our religious beliefs,I just don't care about god or religion,no,1000,3,NA
R_3HigugH1uXk23r6,1,0,2,2,56,2,1,NA,American,English,1,7,6,1,1,1,3,2,NA,NA,NA,NA,50,Killing / Stealing / Racism / Hurting people / Being mean / Cheating / Lying / Disrespectful / Materialism / Not loving each other,Killing,Murder,Stealing,Theft,Racism,Racism,Hurtingpeople,Violence,Beingmean,Cruelty,Cheating,Cheating,Lying,Dishonesty,Disrespectful,Disrespectful,Materialism,Materialism,Notlovingeachother,Unloving,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,8,NA,5,3,2,10,2,10,7,3,I have no idea.,Yes,No,3000,2,2
R_3hn06BvVLxfaAbU,0,1,4,2,31,3,1,NA,American,English,2,3,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,being unkind / seeing a need i could fill or help but ignoring it / being ungrateful / hatred / greed / laziness / committing any form of harm / forgetting to include Him / failing to make Him number one in our family affairs and life,beingunkind,Unkind,seeinganeedicouldfillorhelpbutignoringit,Unhelpfulness,beingungrateful,Ungratefulness,hatred,Hatred,greed,Greed,laziness,Laziness,committinganyformofharm,Harmfulness,forgettingtoincludeHim,Ignoring Him,failingtomakeHimnumberoneinourfamilyaffairsandlife,Not Making Him Number One,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,9,catholic to protestant or non denominational christian,10,4,9,10,9,10,9,4,my beliefs,"I did, I was not in any way offended!?",not that come to mind,3000,3,NA
R_3HT7X4b2renY7Yv,1,0,4,2,26,5,1,NA,USA,English,6,7,6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,Racism / selfishness / hatred / greed / harming others / war / anger / lying / enjoying when others are hurt / vindictive behavior / payback / ,Racism,Racism,selfishness,Selfishness,hatred,Hatred,greed,Greed,harmingothers,Violence,war,War,anger,Anger,lying,Dishonesty,enjoyingwhenothersarehurt,Malice,vindictivebehavior,Revenge,payback,Revenge,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,1,NA,2,8,1,3,4,5,9,1,christian behavior,yes,no,5000,2,NA
R_3HUj1IigCx5erKw,1,0,1,2,25,2,1,NA,american,english,4,2,2,1,1,1,3,2,NA,NA,NA,NA,50,sinning / murder / lying / coveting / stealing / adulterating / satan / witchcraft / hate / disobeying parents,sinning,Sin,murder,Murder,lying,Dishonesty,coveting,Covetousness,stealing,Theft,adulterating,Adultery,satan,Satan,witchcraft,Witchcraft,hate,Hatred,disobeyingparents,Disrespectful of Parents,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,8,NA,8,1,6,5,5,10,10,3,How christians feel about things or make decisions.,Yes to all.,Not that I can think of.,7000,2,5
R_3hxTqChRL1Z6oGE,0,1,2,1,27,4,3,NA,Asian American,Vietnamese,1,5,5,1,1,1,3,2,NA,NA,NA,NA,50,laziness / lying / gambling / stealing / lust / envy / jealousy / cussing / pornography / murder / theft,laziness,Laziness,lying,Dishonesty,gambling,Gambling,stealing,Theft,lust,Dishonesty,envy,Envy,jealousy,Jealousy,cussing,Cursing,pornography,Pornography,murder,Murder,theft,Theft,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,1,NA,8,3,9,8,4,9,9,4,Ethics and belief in God.,Yes,No,30000,3,7
